rank,sample_index,bleu1_score,string_similarity,target_text,predicted_text
161,1008,0.4703,0.5826,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"HeHe was a member member of theistautho, Company, a as its director partner of the company Company. team."
162,1036,0.4703,0.5826,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"HeHe was a member member of theistautho, Company, a as its director partner of the company Company. team."
163,1140,0.4703,0.5826,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"HeHe was a member member of theistautho, Company, a as its director partner of the company Company. team."
164,1224,0.4703,0.5826,He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.,"HeHe was a member member of theistautho, Company, a as its director partner of the company Company. team."
165,472,0.4697,0.5977,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"HeHe was a elected to the the vacancy seat of John Rutherfordgren, had been in office."
166,732,0.4697,0.5977,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"HeHe was a elected to the the vacancy seat of John Rutherfordgren, had been in office."
167,502,0.4697,0.5747,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"InIn was a elected to the the vacancy seat of John Rutherfordgren, had been in office."
168,673,0.4697,0.5747,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"InIn was a elected to the the vacancy seat of John Rutherfordgren, had been in office."
169,977,0.4628,0.1391,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","InIn the war, he was elected in founding creation of the Republican Christian Leadership Conference.SCLC). in 1970. which group of to promote the power authority of moral power of the churches. combat nonviolent protests. the United of social rights.."
170,1088,0.4628,0.1386,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","InIn the war, he was elected in founding creation of the Republican Christian Leadership Conference.SCLC). in 1970. which group that to promote the power authority of moral power of the churches. combat nonviolent protests. the United of social rights.."
171,1108,0.4628,0.1386,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","InIn the war, he was elected in founding creation of the Republican Christian Leadership Conference.SCLC). in 1970. which group that to promote the power authority of moral power of the churches. combat nonviolent protests. the United of social rights.."
172,926,0.4628,0.1358,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","HeHe the war, he was elected in founding creation of the Republican Christian Leadership Conference.SCLC) in 1970. which group of to combat the power authority of moral power of the churches. combat nonviolent protests. the United of social rights.."
173,1136,0.4628,0.1356,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","HeHe the war, he was elected in founding creation of the Republican Christian Leadership Conference.SCLC). in 1970. which group of to combat the power authority of moral power of the churches. combat nonviolent protests. the United of social rights.."
174,1032,0.4628,0.1321,"Following the campaign, King was instrumental in the founding of the Southern Christian Leadership Conference (SCLC) in 1957, a group created to harness the moral authority and organizing power of black churches to conduct nonviolent protests in the service of civil rights reform.","HeHe the war, he was elected in founding creation of the Republican Christian Leadership Conference.SCLC) in 1963. which group of to combat the power authority of moral power of the churches. combat nonviolent protests. the United of social rights.."
175,612,0.4615,0.6535,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, a was serveded for government York City legislature to havecede from the United in 18 bid against the."
176,524,0.4615,0.6295,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United in 18 bid against the."
177,553,0.4615,0.6295,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United in 18 bid against the."
178,725,0.4615,0.6295,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United in 18 bid against the."
179,785,0.4615,0.6295,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","TheThe was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United in 18 bid against the."
180,495,0.4615,0.6205,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","InIn was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United in 18 bid against the."
181,666,0.4615,0.6205,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.","InIn was a member in the founding Railroad, the was serveded for government York City legislature to havecede from the United in 18 bid against the."
